,DistanceFromHome,Education,EducationField,Gender,MaritalStatus,Age,EmployeeId,DateEmployment,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,Over18,NumCompaniesWorked,Country,Sons,Attrition,BusinessTravel,DailyRate,Department,EmployeeCount,HourlyRate,JobLevel,JobRole,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,StandardHours,StockOptionLevel,TrainingTimesLastYear,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,PerformanceRating,RelationshipSatisfaction
1328,16,Master,Marketing,Female,Married,36,6e3a4b82-45f3-4b9a-9e33-72e5050234d8,2020-12-16 20:01:44,0,0,1,11,Y,4.0,Nueva Jersey,0,No,Travel_Rarely,329.0,Sales,1,98,2,Sales Executive,5647,13494,No,13,80.0,2,3,High,Medium,Low,Excellent,Low
1329,8,Below College,Life Sciences,Male,Married,22,33cb546d-56f4-400d-a6f3-587bdbca22ea,2020-12-19 18:32:35,4,1,1,4,Y,1.0,Minnesota,0,No,Travel_Rarely,217.0,Research & Development,1,94,1,Laboratory Technician,2451,6881,No,15,80.0,1,3,Medium,Low,Low,Excellent,Low
1330,17,Bachelor,Technical Degree,Male,Married,27,a28547df-77ea-4603-9360-757c49c8433a,2020-12-20 12:17:47,3,1,0,6,Y,0.0,Maine,1,No,Travel_Rarely,1157.0,Research & Development,1,51,1,Research Scientist,3058,13364,Yes,16,80.0,1,3,High,High,Medium,Excellent,Very High
1331,2,College,Medical,Male,Single,28,40993295-f229-40f1-a0fb-fd21a7ed9d23,2020-12-23 01:39:34,3,0,0,8,Y,7.0,Wyoming,1,Yes,Travel_Frequently,289.0,Research & Development,1,38,1,Laboratory Technician,2561,5355,No,11,80.0,0,2,High,Medium,Low,Excellent,High
1332,10,,Marketing,Female,Divorced,29,96517bc9-213e-411f-8a91-53277d3156c5,2020-12-23 12:59:04,4,1,1,7,Y,1.0,Noruega,1,No,Travel_Rarely,144.0,Sales,1,39,2,Sales Executive,8268,11866,Yes,14,80.0,2,2,Very High,Medium,,Excellent,Low
1333,10,College,Medical,Female,Divorced,31,da02f386-6665-4564-bd84-a4d3ad7bae01,2021-01-02 20:51:44,1,1,1,8,,2.0,Massachusetts,0,No,Travel_Rarely,1079.0,Sales,1,86,2,Sales Executive,6583,20115,Yes,11,,1,2,High,High,Very High,Excellent,Very High
1334,7,Master,Medical,Male,Married,37,c4f2c156-e847-4546-a275-2e57f061fccb,2021-01-05 23:25:21,0,0,4,16,Y,5.0,Rhode Island,0,No,Travel_Rarely,783.0,Research & Development,1,78,2,Research Scientist,4284,13588,Yes,22,,1,2,Very High,High,Low,Outstanding,High
1335,5,Master,Other,Female,Married,32,5fffa5ba-a61c-49d8-a80d-d48c461ff064,2021-01-15 19:43:59,0,0,0,6,Y,3.0,Suecia,1,No,Travel_Rarely,634.0,Research & Development,1,35,1,Research Scientist,3312,18783,No,17,80.0,2,3,Medium,Very High,Very High,Excellent,Very High
1336,24,Bachelor,Technical Degree,Male,Single,29,c68e2788-beac-4f2f-a723-c660266ce27a,2021-01-16 01:18:27,1,0,0,1,Y,1.0,Países Bajos,1,Yes,Travel_Frequently,746.0,Sales,1,45,1,Sales Representative,1091,10642,No,17,80.0,0,3,High,Very High,Low,Excellent,Very High
1337,1,Bachelor,Medical,Male,Single,35,e5066007-cb13-4ea4-af6a-521614e78969,2021-01-23 14:38:02,2,1,0,3,,1.0,Kentucky,1,No,Travel_Rarely,992.0,Research & Development,1,68,1,Laboratory Technician,2450,21731,No,19,80.0,0,3,Very High,Medium,Low,Excellent,Medium
1338,1,Below College,Life Sciences,Male,Married,45,afd72f2e-d79d-4afa-9015-b2a58d1b88e3,2021-01-26 01:36:20,3,4,3,25,Y,3.0,Misuri,1,No,Non-Travel,1238.0,Research & Development,1,74,3,Healthcare Representative,10748,3395,No,23,,1,3,High,Medium,High,Outstanding,Very High
1339,7,Master,Life Sciences,Male,Married,31,a4e00b07-f614-42c6-9b2f-9bce89b80dc7,2021-02-06 18:06:48,2,2,0,13,Y,3.0,Países Bajos,1,No,Travel_Rarely,154.0,Sales,1,41,1,Sales Representative,2329,11737,No,15,,0,2,Medium,Medium,High,Excellent,Medium
1340,3,,Life Sciences,Male,Married,59,8f5ca404-77de-494d-bcae-b06297cc3489,2021-02-13 06:59:04,1,0,0,7,Y,3.0,Ohio,0,No,Travel_Rarely,142.0,Research & Development,1,70,1,Research Scientist,2177,8456,No,17,80.0,1,6,High,Medium,Very High,Excellent,Low
1341,1,Below College,Marketing,Male,Married,27,94b6fc95-2e02-48ec-8401-d1c3a383888a,2021-02-15 20:13:28,0,1,1,6,,0.0,Suiza,1,No,,210.0,Sales,1,73,2,Sales Executive,6349,22107,Yes,13,80.0,1,0,High,High,Medium,Excellent,Very High
1342,9,College,Life Sciences,Male,Married,44,30b6ce2f-8da7-4c0f-8587-8c726829a824,2021-02-17 05:52:02,3,5,0,8,Y,1.0,Misuri,0,No,Travel_Rarely,661.0,Research & Development,1,61,1,Research Scientist,2559,7508,Yes,13,80.0,0,0,Medium,High,Low,Excellent,Very High
1343,21,Bachelor,Medical,Male,Married,33,97b29239-8a4a-48bf-b1b9-abdd6b044b63,2021-02-21 03:38:37,0,0,12,14,,1.0,Noruega,1,No,Travel_Rarely,267.0,Research & Development,1,79,1,Laboratory Technician,2028,13637,No,18,,3,6,Medium,Very High,Medium,Excellent,Very High
1344,8,,Technical Degree,Male,Single,35,43e2fd68-059c-425f-bef6-201f89d3f8c8,2021-02-24 16:32:55,0,0,2,6,Y,1.0,Minnesota,1,No,Travel_Rarely,528.0,Human Resources,1,100,1,Human Resources,4323,7108,No,17,80.0,0,2,High,High,High,Excellent,Medium
1345,8,Bachelor,Marketing,Male,Married,53,84b650b1-e5fd-42c3-86f1-735615a6ffce,2021-03-02 23:17:08,1,1,1,28,Y,5.0,Wisconsin,1,No,Travel_Rarely,868.0,Sales,1,73,4,Sales Executive,11836,22789,No,14,80.0,1,3,Low,High,,Excellent,High
1346,3,Bachelor,Life Sciences,Female,Single,31,d083435f-1aeb-4c3c-bd81-291ec9827ba8,2021-03-12 04:54:06,0,2,2,7,Y,1.0,Utah,0,Yes,Travel_Frequently,561.0,Research & Development,1,33,1,Research Scientist,4084,4156,No,12,80.0,0,2,Very High,High,High,Excellent,Low
1347,4,Bachelor,Medical,Male,Married,28,19e5b55e-6fb1-42c4-a0b7-9d25e63c9405,2021-03-20 16:00:29,1,0,2,5,,1.0,Nuevo México,1,No,Non-Travel,120.0,Sales,1,43,2,Sales Executive,4221,8863,No,15,80.0,0,3,Medium,High,High,Excellent,Medium
1348,10,Bachelor,Marketing,Male,Married,30,f744b56e-ef44-4ed1-b7ac-d04cb5bba9bf,2021-03-29 08:11:02,3,0,0,10,Y,1.0,Dinamarca,0,No,Travel_Rarely,852.0,Sales,1,72,2,Sales Executive,6578,2706,No,18,80.0,1,3,High,Medium,High,Excellent,Low
1349,24,Bachelor,Medical,Male,Married,42,e578f19b-92ff-491e-897c-85e3838d5eb6,2021-04-05 23:12:40,1,5,2,10,Y,1.0,Grecia,0,No,Travel_Rarely,319.0,Research & Development,1,56,3,Manufacturing Director,7406,6950,Yes,21,80.0,1,5,Very High,High,Low,Outstanding,Very High
1350,21,,Medical,Female,Married,37,b0ab5693-3be8-4195-9d69-71c0c884be07,2021-04-08 08:59:08,2,0,0,10,Y,5.0,Hungría,0,No,Travel_Frequently,1231.0,Sales,1,54,1,Sales Representative,2973,21222,No,15,80.0,1,3,High,High,Very High,Excellent,Medium
1351,10,Below College,Medical,Male,Single,39,6750a906-b2a3-4aa2-bccc-e0010ea9bbdd,2021-04-15 23:04:49,1,2,0,9,,7.0,Polonia,1,No,Travel_Rarely,1253.0,Research & Development,1,65,3,Research Director,13464,7914,No,21,80.0,0,3,High,High,High,Outstanding,High
1352,8,Master,Other,Male,Married,45,0b78c645-0299-46e5-8551-6a0361f16621,2021-04-16 01:58:23,2,3,1,12,,9.0,Grecia,0,No,Travel_Rarely,549.0,Research & Development,1,75,2,Research Scientist,3697,9278,No,14,,2,3,Very High,High,Very High,Excellent,Low
1353,2,Bachelor,Life Sciences,Male,Divorced,35,e24cd28f-d2cd-4064-a657-58387b18059c,2021-04-18 17:46:50,1,2,4,15,Y,2.0,Vermont,1,No,Travel_Rarely,819.0,Research & Development,1,44,3,Manufacturing Director,10274,19588,No,18,,1,2,High,Medium,Medium,Excellent,Medium
1354,6,College,Technical Degree,Male,Divorced,52,e6f52b81-1472-46bf-8ca9-189a48488687,2021-04-22 09:50:56,2,3,0,18,Y,3.0,Ohio,1,No,Travel_Rarely,956.0,Research & Development,1,78,2,Research Scientist,5577,22087,Yes,12,80.0,2,3,Very High,High,Low,Excellent,Medium
1355,4,Bachelor,Medical,Female,Single,39,4d9ba9ce-2525-41d3-a2b3-0379e4c27b8d,2021-04-24 03:47:00,1,0,5,10,Y,0.0,Idaho,1,No,Travel_Frequently,711.0,Research & Development,1,81,2,Manufacturing Director,5042,3140,No,13,80.0,0,2,Low,High,High,Excellent,Very High
1356,3,College,Medical,Male,Divorced,39,86c7f1c3-b131-4312-858a-60ba84c07322,2021-04-26 05:19:13,3,0,4,11,,0.0,Vermont,0,No,Travel_Rarely,170.0,Research & Development,1,76,2,Laboratory Technician,3069,10302,No,15,80.0,1,3,High,Medium,High,Excellent,Very High
1357,2,College,Technical Degree,Male,Single,45,037731a0-6123-4ed7-8dc0-d6a025326815,2021-04-26 14:11:30,1,0,0,9,,0.0,Austria,1,No,Travel_Rarely,954.0,Sales,1,46,2,Sales Representative,6632,12388,No,13,80.0,0,3,Medium,Low,High,Excellent,Low
1358,1,Master,Life Sciences,Male,Married,40,edfd318c-c9fc-4ee8-952c-83d680857825,2021-04-27 09:15:33,3,0,0,7,Y,3.0,Suiza,0,No,Travel_Rarely,329.0,Research & Development,1,88,1,Laboratory Technician,2387,6762,No,22,,1,3,Medium,High,,Outstanding,High
1359,3,Doctor,Technical Degree,Female,Single,38,29afaf09-63d3-4120-bf8e-50788ac44bed,2021-04-27 17:35:31,2,1,1,19,Y,3.0,Indiana,0,No,Travel_Rarely,364.0,Research & Development,1,32,2,Research Scientist,4317,2302,Yes,20,80.0,0,2,Very High,High,High,Outstanding,Medium
1360,9,Bachelor,Medical,Male,Married,36,6edbd86d-249a-466b-b1cb-85e04d8554f6,2021-05-01 04:22:07,0,0,0,2,Y,0.0,Dakota del Sur,1,Yes,Travel_Rarely,318.0,Research & Development,1,79,1,Research Scientist,3388,21777,Yes,17,80.0,1,0,Very High,Medium,High,Excellent,Low
1361,5,College,Medical,Female,Married,26,df36c7a5-fcfe-4648-8bbe-dc3cc5d8295b,2021-05-08 08:16:09,3,0,7,8,Y,1.0,Suecia,1,Yes,Travel_Frequently,,Research & Development,1,88,1,Research Scientist,2366,20898,Yes,14,80.0,1,2,High,Medium,High,Excellent,Low
1362,6,Below College,Medical,Female,Married,29,bc45eae8-44e4-4600-bcea-e34ea547b506,2021-05-11 18:33:36,0,0,1,10,Y,1.0,España,1,No,Travel_Rarely,1401.0,Research & Development,1,54,1,Laboratory Technician,3131,26342,No,13,80.0,1,5,Medium,High,Very High,Excellent,Low
1363,5,College,Life Sciences,Male,Single,18,80dfdd42-6748-413d-a88a-47eb841c5afa,2021-05-13 07:12:17,1,0,0,0,Y,1.0,Portugal,1,No,Non-Travel,287.0,Research & Development,1,73,1,Research Scientist,1051,13493,No,15,80.0,0,2,Medium,High,Very High,Excellent,Very High
1364,2,,Technical Degree,Female,Single,30,d4f8b0bc-8e4b-4f38-98ba-82a25b54fe83,2021-05-13 08:38:48,1,0,4,10,Y,0.0,Florida,0,No,Travel_Frequently,,Research & Development,1,78,1,Research Scientist,4968,26427,No,16,,0,2,Very High,Medium,Low,Excellent,Very High
1365,2,Master,Life Sciences,Male,Single,36,f0ed90fe-2183-4b16-a72e-d2ec7a46e86e,2021-05-14 04:39:17,0,0,0,7,Y,3.0,Michigan,0,No,Travel_Rarely,1157.0,Sales,1,70,1,Sales Representative,2644,17001,Yes,21,80.0,0,3,High,High,Very High,Outstanding,Very High
1366,28,Bachelor,Life Sciences,Male,Married,35,e65fdaf3-a3c5-4884-a482-6c2c8a266f3f,2021-05-15 12:42:51,2,5,5,10,Y,1.0,Finlandia,1,No,Travel_Rarely,750.0,Research & Development,1,46,2,Laboratory Technician,3407,25348,No,17,80.0,2,3,Medium,Very High,High,Excellent,Very High
1367,3,College,Other,Female,Married,24,91d95dec-d777-4acf-a963-c03caefb15e8,2021-05-26 01:58:15,0,0,2,4,Y,0.0,Dinamarca,1,No,Travel_Rarely,1353.0,Sales,1,33,2,Sales Executive,4999,17519,No,21,,1,2,Low,High,High,Outstanding,Low
1368,4,Master,Medical,Female,Married,33,a4cbac7d-37a5-4b98-9eee-63af3240c59f,2021-06-06 05:10:27,2,0,0,7,Y,6.0,Francia,0,No,Travel_Rarely,147.0,Research & Development,1,47,1,Research Scientist,2622,13248,No,21,,0,3,High,Medium,Medium,Outstanding,Very High
1369,1,,Medical,Male,Married,50,d492356c-3ab5-4377-86b9-e0e39a7664ef,2021-06-12 15:30:34,1,0,2,5,Y,2.0,Francia,0,No,Travel_Rarely,328.0,Research & Development,1,86,1,Laboratory Technician,3690,3425,No,15,80.0,1,2,High,Medium,High,Excellent,Very High
1370,2,College,Medical,Male,Married,42,9a406d38-061f-4263-8f50-cf72791fa450,2021-06-13 09:27:47,0,10,7,23,Y,0.0,Georgia,0,No,Travel_Rarely,469.0,Research & Development,1,35,4,Manager,17665,14399,No,17,80.0,1,3,Very High,High,Low,Excellent,Very High
1371,11,College,Medical,Male,Married,31,747d8d4d-b91e-4c16-9412-a14a0bfba133,2021-06-13 09:55:35,3,0,0,6,Y,1.0,Carolina del Sur,1,No,Travel_Rarely,1332.0,Research & Development,1,80,2,Healthcare Representative,6833,17089,Yes,12,80.0,0,2,High,High,Low,Excellent,Very High
1372,25,College,Medical,Female,Divorced,37,dbeaa86a-b03d-479f-8000-207224528be8,2021-06-18 06:01:52,1,1,0,9,Y,7.0,Bélgica,1,No,Travel_Rarely,367.0,Research & Development,1,52,2,Healthcare Representative,5731,17171,No,13,,2,2,High,Medium,Very High,Excellent,High
1373,1,Bachelor,Medical,Female,Single,25,fb978fe1-9bd8-4009-ad86-cf3d99c54ccd,2021-06-19 16:23:20,0,1,1,2,Y,1.0,Nueva Jersey,1,No,Travel_Rarely,266.0,Research & Development,1,40,1,Research Scientist,2096,18830,No,18,80.0,0,3,Very High,High,Medium,Excellent,Very High
1374,2,Below College,Life Sciences,Female,Married,44,e808c9c5-3023-4254-8d14-5664e02f95a8,2021-07-03 07:34:08,2,2,3,10,Y,1.0,Suecia,1,No,Travel_Rarely,1117.0,Research & Development,1,72,1,Research Scientist,2011,19982,No,13,80.0,1,5,Low,Very High,Very High,Excellent,Very High
1375,1,Bachelor,Marketing,Male,Married,41,922f0031-80dd-443a-b101-e890f8b68865,2021-07-09 18:26:45,3,0,4,10,Y,1.0,Suecia,0,No,Travel_Rarely,645.0,Sales,1,49,3,Sales Executive,8392,19566,No,16,80.0,1,2,Medium,Very High,,Excellent,High
1376,4,Bachelor,Medical,Male,Married,23,c4638ed3-cba2-4e48-a1da-d3200467642f,2021-07-13 06:05:53,2,0,1,5,Y,2.0,Carolina del Norte,1,No,Travel_Rarely,885.0,Research & Development,1,58,1,Research Scientist,2819,8544,No,16,80.0,1,3,Low,Very High,Low,Excellent,Low
1377,2,Bachelor,Life Sciences,Female,Divorced,35,3cebeda2-1d61-4d47-986d-6a5570206116,2021-07-15 09:53:09,3,0,0,1,,1.0,Dinamarca,1,Yes,Travel_Rarely,104.0,Research & Development,1,69,1,Laboratory Technician,2074,26619,Yes,12,80.0,1,2,Low,High,Low,Excellent,Very High
1378,23,,Life Sciences,Male,Divorced,38,965355b9-1197-4430-8f7e-38aad60372b4,2021-07-26 02:10:04,1,1,0,10,,9.0,Países Bajos,0,No,Travel_Rarely,688.0,Research & Development,1,82,2,Healthcare Representative,5745,18899,No,14,80.0,1,2,Very High,High,Very High,Excellent,Medium
1379,10,Bachelor,Medical,Female,Married,37,80767fc2-f898-4757-b665-09602d735c48,2021-07-29 05:33:41,0,0,1,17,,6.0,Luisiana,0,No,Travel_Rarely,921.0,Research & Development,1,98,1,Laboratory Technician,3452,17663,No,20,80.0,1,3,High,High,Low,Outstanding,Medium
1380,24,College,Life Sciences,Male,Single,56,1d68fa3f-dc80-4e99-bc1f-bd4588a18121,2021-07-29 06:01:03,3,0,0,5,Y,1.0,Alemania,1,Yes,Travel_Rarely,1162.0,Research & Development,1,97,1,Laboratory Technician,2587,10261,No,16,80.0,0,3,Low,High,Very High,Excellent,Very High
1381,1,,Medical,Female,Married,28,feb78ca2-8e6b-4099-a3b0-a8f737680175,2021-08-14 23:41:11,3,1,2,3,Y,1.0,Texas,0,No,,1217.0,Research & Development,1,67,1,Research Scientist,3591,12719,No,25,80.0,1,3,High,High,Low,Outstanding,High
1382,10,Bachelor,Medical,Male,Single,26,fbadff66-7ed1-464f-8ee1-1a7a7cfb93fd,2021-08-18 00:10:56,2,1,2,5,Y,1.0,Bélgica,0,No,Travel_Rarely,572.0,Sales,1,46,2,Sales Executive,4684,9125,No,13,80.0,0,4,High,High,Very High,Excellent,Low
1383,11,Doctor,Marketing,Female,Married,56,0dbded44-27f2-4021-8d8b-acdfe5d6b7a4,2021-08-20 06:02:54,2,0,0,6,Y,4.0,Idaho,0,No,,1443.0,Sales,1,89,2,Sales Executive,5380,20328,No,16,80.0,1,3,Very High,Medium,Low,Excellent,High
1384,11,College,Medical,Male,Married,26,be215946-57dc-4219-906b-b9f29aac6179,2021-08-23 18:40:47,0,1,2,5,Y,1.0,Portugal,1,No,Travel_Frequently,496.0,Research & Development,1,60,2,Healthcare Representative,4741,22722,Yes,13,80.0,1,3,Low,High,Low,Excellent,High
1385,1,Bachelor,Marketing,Female,Single,35,2e8ee259-d78e-40c5-b602-ee9fa958e07e,2021-08-31 10:22:30,2,0,3,10,,1.0,Francia,1,No,Travel_Frequently,944.0,Sales,1,92,3,Sales Executive,8789,9096,No,14,80.0,0,3,High,High,,Excellent,Low
1386,4,Bachelor,Life Sciences,Female,Married,45,035894ac-c00a-4049-a22f-773da5fbdfc8,2021-09-04 02:19:53,2,0,3,9,Y,4.0,Países Bajos,0,No,Travel_Rarely,176.0,Human Resources,1,56,3,Human Resources,9756,6595,No,21,80.0,2,2,High,Low,High,Outstanding,High
1387,7,College,Medical,Female,Divorced,38,091216fc-f779-4e69-8174-a855bd4e7e85,2021-09-20 16:15:37,2,5,0,8,Y,1.0,Portugal,1,No,Travel_Rarely,322.0,Sales,1,44,2,Sales Executive,5605,19191,Yes,24,,1,3,Low,Very High,Low,Outstanding,High
1388,27,Bachelor,Life Sciences,Female,Married,43,e930aae3-3aa0-4778-8249-463adb916ea2,2021-09-23 10:30:20,1,0,0,18,,8.0,Massachusetts,1,No,Travel_Frequently,1082.0,Research & Development,1,83,3,Manufacturing Director,10820,11535,No,11,80.0,1,1,High,High,Low,Excellent,High
1389,5,Master,Technical Degree,Male,Single,32,1c1ab602-22f3-4952-8d1c-b9d0eef7e308,2021-10-03 01:21:28,2,0,2,12,Y,2.0,Bélgica,1,No,Non-Travel,953.0,Research & Development,1,65,1,Research Scientist,2718,17674,No,14,80.0,0,3,Medium,High,,Excellent,Medium
1390,9,Bachelor,Medical,Female,Married,56,0516215b-42ef-45b3-ad71-76de1db57191,2021-10-05 20:31:33,1,0,0,18,,2.0,Arizona,0,No,Travel_Frequently,,Research & Development,1,63,1,Research Scientist,2942,12154,No,19,,1,4,Low,High,High,Excellent,Medium
1391,2,Bachelor,Human Resources,Male,Married,33,5523c050-3d5f-43f5-8862-e72aaf7366a2,2021-10-07 10:51:26,1,1,1,5,Y,1.0,Indiana,1,No,Travel_Rarely,147.0,Human Resources,1,99,1,Human Resources,3600,8429,No,13,80.0,1,2,Medium,High,High,Excellent,Very High
1392,13,,Marketing,Female,Single,28,8c8683e6-a47a-443f-b184-077ca480480e,2021-10-14 11:01:33,3,0,0,6,Y,3.0,Suiza,0,Yes,Travel_Rarely,,Sales,1,84,2,Sales Executive,9854,23352,Yes,11,80.0,0,0,Very High,High,High,Excellent,Very High
1393,8,Doctor,Life Sciences,Male,Single,33,3511c918-897c-44b5-be4e-d144f632425e,2021-10-15 23:50:17,2,0,0,14,Y,2.0,Portugal,0,No,Travel_Rarely,516.0,Research & Development,1,69,2,Healthcare Representative,6388,22049,Yes,17,80.0,0,6,Very High,High,High,Excellent,Low
1394,2,,Other,Male,Married,45,bcdc326a-74dc-4e37-8345-c76e049b5b37,2021-10-18 08:13:31,1,3,0,9,Y,0.0,España,1,No,Travel_Rarely,561.0,Sales,1,61,2,Sales Executive,4805,16177,No,19,80.0,1,3,Very High,High,Medium,Excellent,Medium
1395,7,College,Technical Degree,Male,Married,56,15855133-c498-4522-a0cf-8f1b41deb015,2021-10-24 00:24:47,1,2,4,14,,8.0,Massachusetts,0,Yes,Travel_Rarely,310.0,Research & Development,1,72,1,Laboratory Technician,2339,3666,No,11,80.0,1,4,Very High,High,,Excellent,Very High
1396,6,Bachelor,Medical,Male,Married,39,7d239467-d706-4185-aa9a-1b6addb4d4b6,2021-10-25 04:47:21,0,0,1,8,Y,7.0,Francia,1,Yes,Travel_Rarely,1122.0,Research & Development,1,70,1,Laboratory Technician,2404,4303,Yes,21,80.0,0,2,Very High,High,,Outstanding,Very High
1397,13,Below College,Life Sciences,Female,Single,33,8b4d4224-5300-4166-b650-fde77baeeecd,2021-10-25 19:28:23,3,0,0,5,Y,3.0,Montana,1,No,Travel_Rarely,461.0,Research & Development,1,53,1,Research Scientist,3452,17241,No,18,80.0,0,4,Medium,High,Very High,Excellent,Low
1398,1,Bachelor,Human Resources,Male,Married,41,0a6a076e-9d31-4ea1-a3e2-e4f40c4f3880,2021-10-28 16:54:35,1,1,7,22,Y,1.0,Idaho,1,No,Travel_Rarely,314.0,Human Resources,1,59,5,Manager,19189,19562,No,12,80.0,1,3,Very High,Medium,,Excellent,Medium
1399,5,Below College,Technical Degree,Male,Divorced,27,e27dd943-21e0-4b07-a69d-b4537a18c25c,2021-11-07 23:52:34,1,0,8,9,Y,1.0,Nevada,1,No,Travel_Rarely,269.0,Research & Development,1,42,3,Research Director,12808,8842,Yes,16,80.0,1,3,High,Medium,Very High,Excellent,Medium
1400,6,Bachelor,Medical,Male,Married,42,ccc42dd0-a198-462d-8977-f39b6513cb19,2021-11-12 02:48:12,2,0,4,18,Y,9.0,Luisiana,0,No,Travel_Rarely,1396.0,Research & Development,1,83,3,Research Director,13348,14842,No,13,80.0,1,3,High,High,,Excellent,Medium
1401,2,Master,Other,Female,Married,36,4bef231f-d45c-464d-b798-2a8e4aaf46a3,2021-11-24 08:04:09,2,0,0,15,Y,4.0,España,0,No,Travel_Rarely,430.0,Research & Development,1,73,2,Research Scientist,6962,19573,Yes,22,,1,2,Very High,High,Medium,Outstanding,Very High
1402,3,,Life Sciences,Male,Married,35,9b6e5a4d-b1c1-44d9-8600-e370a40f1900,2021-11-25 14:46:15,1,0,0,1,,1.0,Ohio,1,No,Non-Travel,727.0,Research & Development,1,41,1,Laboratory Technician,1281,16900,No,18,80.0,2,3,High,Medium,High,Excellent,High
1403,11,Bachelor,Life Sciences,Male,Married,43,22d0bf7e-b1ad-43a9-aaad-f98ee06b312b,2021-11-30 12:30:09,2,0,6,10,Y,1.0,Polonia,1,No,Travel_Rarely,574.0,Research & Development,1,30,3,Healthcare Representative,7510,16873,No,17,80.0,1,1,Low,High,High,Excellent,Medium
1404,1,Below College,Technical Degree,Female,Single,21,ba37c274-e5cb-4b7b-a376-dc310bcb25d0,2021-12-13 10:06:33,0,0,0,3,Y,1.0,Kansas,1,Yes,,756.0,Sales,1,99,1,Sales Representative,2174,9150,Yes,11,80.0,0,3,Low,Medium,Medium,Excellent,High
1405,2,Master,Life Sciences,Male,Divorced,50,25c194c3-0e3e-4c18-ae65-8196ed10695d,2021-12-26 07:01:38,2,5,7,31,Y,1.0,Reino Unido,1,No,Non-Travel,881.0,Research & Development,1,98,4,Manager,17924,4544,No,11,80.0,1,3,Low,High,,Excellent,Very High
1406,5,Bachelor,Life Sciences,Male,Divorced,33,176628f3-fee1-4377-bee2-ca1398b3770e,2021-12-28 11:26:29,2,0,2,9,,4.0,Portugal,0,No,Travel_Rarely,654.0,Research & Development,1,34,3,Healthcare Representative,7119,21214,No,15,80.0,1,2,Very High,Medium,Very High,Excellent,High
1407,5,Master,Technical Degree,Male,Single,35,dec746fd-825e-4440-8402-dcf15711ea97,2022-01-03 18:22:16,2,0,2,17,Y,0.0,Hungría,1,No,Travel_Rarely,1296.0,Research & Development,1,62,3,Manufacturing Director,8095,18264,No,13,,0,5,High,High,Medium,Excellent,Very High
1408,10,Bachelor,Technical Degree,Female,Divorced,40,eab3f7ca-1cdb-426d-b8fa-3f97b81e6463,2022-01-05 08:30:06,1,1,1,7,Y,7.0,Austria,1,No,Travel_Rarely,107.0,Sales,1,84,2,Sales Executive,6852,11591,No,12,80.0,1,2,Medium,Medium,Medium,Excellent,Medium
1409,10,Master,Life Sciences,Male,Single,44,617b8eed-475e-4373-932c-6eecc20d78ef,2022-01-11 19:51:10,2,0,0,6,Y,1.0,Croacia,0,Yes,Travel_Rarely,1097.0,Research & Development,1,96,1,Research Scientist,2936,10826,Yes,11,80.0,0,4,High,High,High,Excellent,High
1410,2,Master,Life Sciences,Female,Divorced,27,a9a08a28-3783-4677-9c8b-3d207593f52f,2022-01-22 05:58:08,2,0,0,1,,1.0,Arkansas,1,No,Travel_Rarely,1240.0,Research & Development,1,33,1,Laboratory Technician,2341,19715,No,13,,1,6,Very High,High,Low,Excellent,Very High
1411,6,Bachelor,Life Sciences,Male,Single,53,b6b2b36f-207b-4ccf-b511-64f87f23dffb,2022-01-24 12:12:37,1,2,0,19,,2.0,Bélgica,1,No,Travel_Rarely,346.0,Research & Development,1,86,2,Laboratory Technician,2450,10919,No,17,,0,4,Very High,High,Very High,Excellent,Very High
1412,12,Master,Marketing,Male,Divorced,42,8979f2ec-2e57-4f32-9aa8-5e43ab739c8e,2022-01-27 02:25:19,2,0,0,14,Y,3.0,Carolina del Sur,1,No,Travel_Rarely,419.0,Sales,1,77,2,Sales Executive,5087,2900,Yes,12,80.0,2,4,Medium,High,,Excellent,High
1413,23,College,Life Sciences,Male,Married,45,4a97b557-0c7a-46fb-aeaf-f6a5d96d6751,2022-01-29 15:29:50,0,0,8,9,Y,1.0,Austria,1,No,,248.0,Research & Development,1,42,2,Laboratory Technician,3633,14039,Yes,15,80.0,1,2,Very High,High,Low,Excellent,High
1414,9,Master,Life Sciences,Male,Single,31,3a62fb25-8ceb-47d0-98f8-9be75de12221,2022-02-02 07:54:13,0,1,0,3,,0.0,Francia,0,No,Travel_Rarely,408.0,Research & Development,1,42,1,Research Scientist,2657,7551,Yes,16,,0,5,High,Medium,Medium,Excellent,Very High
1415,2,Below College,Medical,Female,Divorced,40,150fc374-a1d2-4052-8cb0-bd6e1e0ea1f6,2022-02-02 21:43:54,1,10,2,15,Y,5.0,Virginia Occidental,0,No,Travel_Rarely,1202.0,Research & Development,1,89,2,Healthcare Representative,6377,13888,No,20,80.0,3,0,Medium,Very High,,Outstanding,Medium
1416,1,Bachelor,Life Sciences,Female,Married,43,1a0b7669-f21a-4df7-8bc8-ad8cbab3d77c,2022-02-05 09:03:29,1,2,0,12,Y,4.0,Finlandia,1,No,Travel_Frequently,422.0,Research & Development,1,33,2,Healthcare Representative,5562,21782,No,13,,1,2,Very High,High,Very High,Excellent,Medium
